1.1 , 1.1 , 1.3 , 1.6 , 1.2 , 1.2 , 0
1.51924720855508 , 1.51924720855508 , 2.54159106737625 , 4.03605868179923 , 2.03849441711015 , 2.09384135355277 , 10
1.02796169527427 , 1.02796169527427 , 2.75826551471266 , 3.24516005164792 , 2.17391594669541 , 2.26670422763776 , 20
1.56659255530306 , 1.45950664995327 , 3.22581065928687 , 3.06419366782556 , 2.24220360349805 , 2.29462254687687 , 30
1.56064354717826 , 1.56539974040382 , 3.62464522677271 , 2.83787784033995 , 2.48523860456151 , 2.29913151129889 , 40
1.49767642909683 , 1.5842965721776 , 2.94714456628946 , 2.81317324137836 , 2.74916427735849 , 1.31899618499156 , 50
1.5693708378434 , 1.30648431847713 , 2.31921023107323 , 2.40082829253895 , 2.32013295020742 , 2.0737354343756 , 60
1.68094988511796 , 0.983484007966719 , 2.74115688637315 , 3.29121744062008 , 2.20158840041925 , 2.63532924701557 , 70
2.28990384611397 , 2.40239096225998 , 3.85806305529314 , 3.77569754547595 , 3.03674955570347 , 3.62883808441599 , 80
3.05342234241304 , 3.66852681255527 , 5.49560709094978 , 4.19306555921631 , 3.87544182016723 , 4.45646246301691 , 90
4.14605724849863 , 4.79512312367847 , 6.48925851425489 , 4.62301982733 , 4.95158783621689 , 5.10186712889934 , 100
5.18947994770932 , 6.05806439031566 , 7.11189544134681 , 5.23772538091366 , 5.48934719838311 , 5.77681617496529 , 110
5.87837401606692 , 6.74899575908914 , 7.733807960682 , 6.1209352319472 , 6.43021395637561 , 6.48699973568943 , 120
